question_id,question_id,question_text,correct_answer_text,main_area,sub_area,topic,subtopic,source_exam,question_type
93,,"¿Qué variación sugiere en el tratamiento de un diabético bajo insulina cristalina antes del desayuno y comida, y con mezcla de cristalina y NPH antes de la cena, si tiene hipoglucemias repetidas a las 7 a.m.?",Disminuir la dosis de insulina NPH antes de la cena,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
94,,"Paciente con hipoglucemias repetidas en ayuno: insulina plasmática alta, relación insulina/glucosa alta, proinsulina normal, péptido C alto. Origen más probable de estas hipoglucemias:",Hipoglucemia facticia por sulfonilureas.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
95,,"Son complicaciones de la retinopatía diabética simple (de fondo), EXCEPTO:",Desprendimiento de retina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
96,,La primera manifestación oftalmoscópica de la retinopatía diabética es:,Microanerurismas.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
97,,El primer signo de la nefropatía diabética es:,Microalbuminuria.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,El riñón en enfermedad metabólica,residentado,regular
98,,La prueba más sensible en la detección de la nefropatía diabética:,Albuminuria,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,El riñón en enfermedad metabólica,residentado,regular
99,,"Paciente de 45 años de edad que presenta glicemia en ayunas de 118 y 135 mg/100 ml, ambos tomados en días diferentes. ¿Cuál sería la conducta a seguir?",Solicitar tolerancia oral de glucosa.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
100,,Cuál es el rango normal en miligramos por 100 mL de test de tolerancia a la glucosa después de 3 h de finalizada la prueba?,125-140,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
101,,Indique el test diagnóstico más apropiado en una mujer de 47 años de edad con clínica de hipoglucemia y una cifra de glucosa plasmática en ayunas menor de 40 mg/dL:,"Test de ayuno prolongado, determinando glucemia e insulinemia.",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
102,,¿Cuál de las siguientes es la causa más frecuente de hipoglicemia?,Alcoholismo.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
103,,"Son síndromes clínicos asociados con hiperglicemia: 1) Cushing, 2) Tirotoxicosis, 3) Asma bronquial 4) Enfisema, 5) Feocromocitoma","1,2,5",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
104,,¿Cuál define el efecto Somogyi?,Hiperglucemia reactiva a hipoglucemia,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
106,,Se dice que existe resistencia a la insulina cuando la dosis diaria requerida es superior a:,200 U,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
107,,La forma endógena más frecuente del síndrome de Cushing es:,Hiperplasia suprarrenal bilateral dependiente de ACTH hipofisaria.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,residentado,regular
108,,"Con respecto al síndrome de hiperfunción suprarrenal (sindrome de Cushing), señale lo incorrecto:",La piel es engrosada y pálida.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Obesidad,residentado,regular
109,,¿Cuál de las siguientes entidades es menos probable como causante de pérdida notable de peso?,Síndrome de Cushing.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Obesidad,residentado,regular
110,,El diagnostico inequívoco del síndrome de Cushing se hace con:,"Test de supresión con dexametasona a dosis de 0,5 mg cada 6 horas, durante 48 horas",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
111,,"Mujer de 25 años de edad, talla 150 centímetros, peso 80 kg, con facies pletórica, hirsutismo, debilidad muscular proximal. PA: 160/100 mmHg, glucosa en ayunas 120 mg/dL. El diagnóstico es:",Enfermedad de Cushing.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
112,,Paciente obeso con niveles de ACTH y de cortisol aumentados. ¿Cuál es la posibilidad diagnóstica?,Enfermedad de Cushing.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Obesidad,residentado,regular
113,,"Varón de 22 años, historia de TBC, llega a Emergencia por fiebre elevada, deshidratación, vómitos e hipotensión. Al examen presenta shock, hiperpigmentación en los labios y pliegues cutáneos. Electrolitos séricos: hiponatremia. ¿Cuál es su presunción diagnóstica?",Crisis suprarrenal.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,residentado,regular
114,,"Mujer de 30 años de edad, consulta por debilidad, anorexia, náuseas, vómitos, diarrea y pérdida de peso. Antecedente de Tuberculosis pulmonar hace tres años. Al examen: hiperpigmentación cutánea, deshidratada, lengua con múltiples maculas hipercromicas. PA: 80/50. No presenta mejoría a la reposición hidrosalina. ¿cuál es su diagnóstico probable?",Insuficiencia suprarrenal.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,Examenes 2023/PRUEBA A;residentado,regular
115,,"Mujer de 40 años, presenta desde hace 2 semanas dolor intenso en la cara anterior del cuello, que aumenta con la deglución, y malestar general. Dolor a la palpación en la región anterior del cuello, con leve crecimiento asimétrico del lado izquierdo de la tiroides. El diagnóstico más probable es tiroiditis:",Subaguda.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,Examenes 2018/CIRUGIA;residentado,regular
116,,"Mujer de 27 años, presenta debilidad, malestar general y dolor en el cuello. La tiroides es dolorosa a la palpación y con múltiples nódulos. En la analítica destaca aumento de la VSG y elevación de la T3 y T4. Diagnóstico más probable:",Tiroiditis granulomatosa (subaguda o de Quervain),CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,Examenes 2024/CIRUGÍA DE TORAX;residentado,regular
117,,El hecho más significativo para el diagnóstico de una tiroiditis subaguda es:,Dolor y sensibilidad local de la glándula tiroidea,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,residentado,regular
118,,"Mujer de 28 años, presenta febrícula y artralgias de 30 días, FC 104 lpm, bocio discreto no doloroso a la palpación, T3 y T4 altos, TSH bajo e hipocaptación en la gammagrafía tiroidea. Diagnóstico más probable:",Mixedema del adulto,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
119,,"Una mujer sin historia de interés presenta un bocio asimétrico, duro, indoloro con T3 y T4 elevados, TSH indetectable. La captación de yodo radiactivo se halla disminuida. PAAF: infiltrado linfocitario. Una de las siguientes es correcta:",Se trata de una tiroiditis indolora o silente.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,residentado,regular
120,,"Mujer de 35 años con glándulas tiroides moderadamente aumentadas de tamaño, consistencia pétrea, sin afectación de nódulos linfáticos regionales, sin fiebre, pulso y conteo leucocitario normal. Diagnóstico más probable:",Tiroiditis de Riedel,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,residentado,regular
121,,¿Qué clase de tiroides favorece el desarrollo ulterior de un linfoma?,Tiroiditis de Hashimoto.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,residentado,regular
122,,Forma clínica de tiroiditis en que existe mayor y más frecuente aumento de los Ac antimicrosomales:,Crónica de Hashimoto,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,residentado,regular
123,,"Mujer de 42 años desde hace meses presenta debilidad, fatiga, letargo y estreñimiento. Se palpa un bocio asimétrico y de consistencia firme; piel seca y áspera, edema de manos y cara. Destaca la existencia de anticuerpos antitiroideos positivos. Diagnóstico más probable:",Tiroiditis de Hashimoto.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,Examenes 2022/Especialidad Prueba B;residentado,regular
124,,"Una niña que en la Escala de Turner tiene las siguientes características: mama aumentada de tamaño y areola aumentada sin doble contorno, vello pubiano rizado. ¿Cuál es el estadio?",III,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,Examenes - 2019/ANATOMIA PATOLOGICA;residentado,regular
125,,"Varón de 15 años, con aumento de volumen en la región mamaria. ¿Qué hallazgo clínico amerita mayor estudio?",Galactorrea.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Prolactinoma,residentado,regular
126,,"Es correcto lo siguiente en el síndrome de Turner, EXCEPTO:",Retardo mental.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
127,,"Varón de 18 años padece falta de desarrollo de las características sexuales secundarias. Alto y eunucoide, testiculos duros, pequeños y ginecomastia. Testosterona sérica baja y LH alta. Diagnóstico más probable:",Síndrome de Klinefelter,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
128,,El síndrome de Klinefelter se caracteriza por los siguientes hallazgos patológicos EXCEPTO:,Testículos de tamaño y consistencia normales.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,Examenes - 2019/GINECOLOGÍA;residentado,regular
129,,"Un varón presenta estas características somáticas: hipogonadismo hipogonadotrófico, anosmía, falo pequeño, microorquia, fenotipo masculino, hábito eunucoide y sin ginecomastia. Diagnóstico más probable:",Sindrome de Kallman-Morsier,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
130,,"Varón de 20 años de edad, que acude por no haber iniciado la pubertad. Tiene testículos blandos y pequeños, micropene, olfato disminuido, testosterona sérica 0,7 ng/mL (N 3-10), LH 2 mUI/mL (N 2-12); PRL 7 ng/mL (N 2-20); RMN: hipófisis normal. El diagnóstico corresponde al síndrome de:",Kallman.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
131,,Una de las siguientes sugiere el diagnóstico de síndrome de Kallman:,Anosmia.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
132,,"Mujer de 18 años es evaluada pues nunca ha menstruado. La exploración pélvica es normal excepto porque la vagina termina en una bolsa ciega. Se informa un cariotipo 46, XY. Diagnóstico más probable:",Síndrome de feminización testicular,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
133,,Una de las siguientes NO es un criterio de malignidad de un nódulo frío:,"Termográficamente ""caliente"".",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,residentado,regular
134,,"Todos los siguientes son datos de sospecha de malignidad de un nódulo tiroideo, EXCEPTO:",Desplazamiento del tiroides con la deglución.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,residentado,regular
135,,Procedimiento inicial de elección en el estudio de un paciente con nódulo tiroideo solitario:,La punción-aspiración con aguja fina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,residentado,regular
136,,"Mujer de 40 años presenta un nódulo tiroideo. Exploración normal salvo un nódulo en el lóbulo derecho de la tiroides de 2 cm de diámetro. Analítica general, bioquímica y hormonas tiroideas (TSH y T4 libre) normales. En la g-grafía: el nódulo no capta I131. Paso siguiente:",Biopsia del nódulo por punción percutánea,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,residentado,regular
137,,La técnica diagnóstica más fiable para los cánceres de tiroides es:,Biopsia tiroidea intraoperatoria.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,residentado,regular
138,,"Mujer de 42 años, asintomática, presenta un nódulo palpable de 3 cm en el lóbulo derecho tiroideo. Test diagnóstico de mejor relación costo-beneficio para descartar un carcinoma:",Punción aspiración con aguja fina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,Examenes 2017/ PATOLOGIA ;residentado,regular
139,,Una paciente presenta un nódulo en la región cervical anterior dependiente de la glándula tiroides. ¿Cuál característica de la exploración física es el indicador más fiable de malignidad?,Presencia de adenopatías cervicales homolaterales,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,Examenes 2018/RADIOLOGIA;residentado,regular
140,,"Un varón de 80 años de edad presenta una tumoración en el cuello en la región tiroidea de rápido crecimiento, invasión local y metástasis regionales. AP: tumor indiferenciado. ¿Qué tumor sospecha que es?",Carcinoma anaplásico.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,Examenes - 2019/UROLOGÍA;residentado,regular
141,,"Varón de 28 años ha sufrido cólicos nefríticos, llega por hipercalcemia. Presenta un nódulo tiroideo izquierdo de pequeño tamaño y PA 160/90. Calcio 23.5 mg/dl, fósforo 2.5 mg/dl, PTH alta y calciuria de 24 horas de 400 meq/l. Un abuelo paterno tuvo un carcinoma medular de la tiroides. Test de pentagastrina para calcitonina positivo. Actitud terapéutica adecuada:",Determinación de catecolaminas en orina de 24 horas.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Nódulos tiroideos,residentado,regular
142,,"Mujer de 38 años, obesa, con trastorno del sensorio, sequedad de la piel, caída del cabello, bradipsiquia e hipotensión arterial. Dosaje de T4 disminuida y TSH elevada. ¿Cuál es el tratamiento de elección?",Corticoides y luego adicionar hormona tiroidea.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipotiroidismo,residentado,regular
143,,"Mujer de 20 años de edad, acude por presentar edema en los miembros inferiores, intolerancia al frío, dificultad en el aprendizaje y sequedad de piel. ¿Cuál es el diagnóstico presuntivo?",Hipotiroidismo.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipotiroidismo,residentado,regular
144,,"Varón de 33 años, presenta un indice de masa corporal de 30 Kg/m2, piel seca, disminución de la sudoración; con aumento de glucosaminoglucanos en la dermis. ¿Cuál es el diagnóstico más probable?",Hipotiroidismo.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipotiroidismo,residentado,regular
145,,"Mujer de 42 años padece sequedad de la piel, fatiga y aumento de peso en los últimos 3 meses. PA 110/70, pulso 60/min, su corazón y pulmones normales. Piel áspera y seca. Bioquímica normal pero su TSH es 39 mU/L (N 0.5-5 mU/L). Causa probable de su TSH elevada:",Hipotiroidismo primario.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipotiroidismo,residentado,regular
146,,El derrame pericardico es frecuente en:,Hipotiroidismo.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Enfermedad pericárdica,residentado,regular
147,,"Una enferma diagnosticada de hipotiroidismo primario se halla en tratamiento con levotiroxina, ¿cuál determinación es la más adecuada para ajustar la dosis del fármaco?",TSH,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipotiroidismo,residentado,regular
148,,"En el hipertiroidismo, ¿Qué característica tiene la glándula?",Hipertrofia e hiperplasia.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
149,,¿Cuál de los siguientes es signo de hipertiroidismo?,Pérdida de peso con aumento de apetito.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
150,,"Cuatro semanas luego de su parto, mujer de 32 años presenta palpitaciones, intolerancia al calor y nerviosismo; se diagnostica hipertiroidismo. La tiroides no aumenta de tamaño ni hay dolor a la palpación. Captación de I131 en 24 h es 1%. Tratamiento más adecuado:",Beta-bloqueante,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,Examenes 2024/ESPECIALIADAD B;residentado,regular
151,,"Mujer de 35 años, acude a emergencia por presentar palpitaciones, cambios de conducta y disnea. Al examen: presenta fascies ansiosa, sudoración y piel caliente. PA: 130/80 mmHg. FC: 130 x min, FR: 28 x min. Cuello: tiroides 2.5 N, difuso y no doloroso. Aparato cardiovascular: taquicardia. ¿Cuál es el examen de laboratorio que ayudaría a confirmar el diagnóstico?","TSH, T3 y T4 libre.",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,Examenes - 2019/PRUEBA B;residentado,regular
152,,"Para el diagnóstico del hipertiroidismo, el examen de laboratorio que nos da mayor información es:",TSH y T4 libre,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
153,,"La disminución de la captación del yodo por la tiroides, al aumentar el yodo en la dieta, se conoce como:",Efecto Wolff-Chaikoff,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipotiroidismo,residentado,regular
154,,"Mujer de 50 años, presenta nerviosismo, hiperhidrosis, hipersensibilidad al calor y palpitaciones. Se diagnostica una tirotoxicosis en el contexto de hiperfunción tiroidea. ¿En qué caso NO se espera hallar una captación de I 131 elevada?",Enfermedad de Jod-Basedow.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
155,,"A paciente diagnosticada de bocio endémico se le administra yodo, causando una crisis hipertiroidea, ¿cómo se llama este fenómeno?",Jod Basedow,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
156,,Para diferenciar una tirotoxicosis facticia de la tirotoxicosis transitoria producida por una tiroiditis es útil:,Niveles de tiroglobulina.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
